Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Registrasi,,,,2019-10-15 12:25:33,2019-10-15 12:26:18,"45,135s",INCOMPLETE
,,,,,,,
Test Cases/Registrasi/Registrasi,,,,2019-10-15 12:25:34,2019-10-15 12:26:18,"43,981s",FAILED
"startApplication(ApkFile, false)",,,,2019-10-15 12:25:38,2019-10-15 12:26:16,"38,195s",FAILED
